,Prediction,Close,Error
615,1537.5960318945795,780.08,757.5160318945794
616,1550.5363396824132,780.35,770.1863396824132
617,1547.7507161738872,775.32,772.4307161738872
618,1530.9777065374428,759.66,771.3177065374429
619,1501.4026824788357,769.02,732.3826824788357
620,1519.8747248935301,759.69,760.1847248935301
621,1510.2534578818122,762.49,747.7634578818122
622,1516.733489873277,771.76,744.973489873277
623,1530.2862397090853,768.88,761.4062397090853
624,1535.5611437996981,765.7,769.8611437996981
625,1528.8045250768905,771.41,757.3945250768905
626,1536.0352924820008,776.22,759.8152924820008
627,1550.5363396824132,787.21,763.3263396824132
628,1563.5556722506312,786.9,776.6556722506313
629,1555.9495371386984,774.21,781.7395371386983
630,1541.646051889245,783.01,758.636051889245
631,1546.2887577367883,781.56,764.7287577367883
632,1553.3812317762272,775.01,778.3712317762272
633,1543.285816082207,777.29,765.995816082207
634,1539.1765275022535,772.56,766.6165275022536
635,1542.6931302293292,776.43,766.2631302293292
636,1549.173162220794,776.47,772.703162220794
637,1548.5607201728203,776.86,771.7007201728203
638,1549.8646290491515,775.08,774.7846290491515
639,1546.0121710054455,785.94,760.0721710054454
640,1563.6939656163026,783.07,780.6239656163026
641,1557.964669038483,786.14,771.824669038483
642,1552.9465954841166,778.19,774.7565954841166
643,1553.796111873242,778.53,775.2661118732419
644,1550.1412157804948,779.96,770.1812157804948
645,1566.0449528327185,795.26,770.7849528327185
646,1586.5716395373897,801.5,785.0716395373897
647,1596.5682742559302,796.97,799.5982742559302
648,1580.1706323263084,799.37,780.8006323263083
649,1599.7292654712787,813.11,786.6192654712787
650,1623.0020632942842,807.67,815.3320632942842
651,1602.5741575650927,799.07,803.5041575650927
652,1592.0243493838661,795.35,796.6743493838661
653,1606.5451527793748,795.37,811.1751527793748
654,1581.099173495817,784.54,796.559173495817
655,1556.245880065137,783.61,772.635880065137
656,1546.9802245651458,768.7,778.2802245651458
657,1525.3471909351028,762.13,763.2171909351028
658,1492.571663270955,762.02,730.551663270955
659,1539.670432379652,782.52,757.1504323796521
660,1557.2534460150296,790.51,766.7434460150296
661,1550.4178025118376,785.31,765.1078025118377
662,1572.6040096045672,762.56,810.0440096045672
663,1504.1883059873617,754.02,750.1683059873617
664,1502.3312236483443,736.08,766.2512236483443
665,1485.2816272805567,758.49,726.7916272805567
666,1501.540975844507,764.48,737.0609758445071
667,1524.695236496937,771.23,753.465236496937
668,1533.486743314626,760.54,772.946743314626
669,1516.1803164105913,769.2,746.9803164105913
670,1535.9760238967128,768.27,767.7060238967128
671,1526.2954882997074,760.99,765.3054882997073
672,1519.4400886014196,761.68,757.7600886014196
673,1511.0239494905536,768.24,742.7839494905536
674,1533.8028424361605,770.84,762.9628424361605
675,1530.9184379521548,758.04,772.8784379521549
676,1505.9663635459956,747.92,758.0463635459956
677,1480.5796528477254,750.5,730.0796528477254
678,1506.4997808135854,762.52,743.9797808135854
679,1520.3686297709282,759.11,761.2586297709282
680,1512.9995690001465,771.19,741.8095690001464
681,1535.6796809702741,776.42,759.2596809702742
682,1550.5363396824132,789.29,761.2463396824132
683,1560.493462010762,789.27,771.223462010762
684,1577.997450865756,796.1,781.897450865756
685,1584.9121191493314,797.07,787.8421191493313
686,1584.7935819787558,797.85,786.9435819787558
687,1590.8389776781105,790.8,800.0389776781105
688,1570.727171070454,794.2,776.527171070454
689,1583.6477226631919,796.42,787.2277226631919
690,1581.8301527143662,794.56,787.2701527143663
691,1574.9549968209826,791.26,783.6949968209826
692,1572.070592336977,789.91,782.160592336977
693,1571.6359560448664,791.55,780.0859560448664
694,1577.6023269638376,785.05,792.5523269638377
695,1557.1151526493582,782.79,774.3251526493582
696,1555.9692933337942,771.82,784.1492933337942
